"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.lupo.com.br/meninas/meias/cano-invisivel","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninas/meias/urban","1","Meias urban infantil, sua filha vai amar! Modelos com estampas criativas e cores vibrantes. Meias confortáveis e ideais para o estilo do dia a dia infantil.","156","935","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-02835-005/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninas/meias/com-solado","1","Meias com solado infantil, sua filha vai amar! Aqui na LUPO você encontra as melhores ofertas! Confira também Meia Sapatilha, Antiderrapante e mais em até 3x!","158","997","Indexable",""
"https://www.lupo.com.br/meninas/meias/soquete","1","Meia soquete feminina infantil: Leves e confortáveis, feitas no tamanho ideal para usar com tênis. Com ajuste perfeito para usar no dia a dia.","142","866","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-medio","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninas/meias/sapatilha","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninas/meia-calca","1","Confira Meia-Calça Infantil com estampas femininas e divertidas, aqui na LUPO. Aproveite o frete grátis para compras acima de R$200,00 e compre em até 3x!","154","976","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-curto","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-longo","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","1","18202-089,Calcinha Disney Frozen Kit3 - Kit com 3 Unidades (Infantil),18202-0891250900","86","556","Indexable",""
"https://www.lupo.com.br/produtos/lingerie/kit-com-3","1","Kit com 3","9","58","Indexable",""
"https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","1","Esse top infantil sem bojo oferece leveza e suporte, ideal para atividades diárias e momentos de lazer. Compre na Lupo com Parcelamento Sem Juros!","146","923","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","1","18201-089,Calcinha Disney Princesas K3 - Kit com 3 Unidades (Infantil),18201-0891250900","87","566","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","1","Economize comprando o kit com 3 calcinhas. Conforto para o dia a dia das pequenas. Modelagem tradicional, toque macio e ótimo ajuste. Ideal para uso escolar.","157","995","Indexable",""
"https://www.lupo.com.br/produtos/lingerie","1","Escolha a lingerie perfeita para qualquer momento da sua vida","61","385","Indexable",""
"https://www.lupo.com.br/feminino/sutia/top","1","O sutiã top da Lupo é super versátil! São peças básicas com bojo removível, ou seja, se adapta ao seu corpo e ao seu dia dia. Experimente esse conforto!","152","937","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas Lupo: Saiba como escolhê-los para ter noites de sono mais prazerosas.","77","491","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/longos","1","Longos","6","47","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas Lupo: Saiba como escolhê-los para ter noites de sono mais prazerosas.","77","491","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-kf-shdoll-cachorrinho-22621-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-florido-22611-001/p","1","Delicadeza para dormir. Conjunto de pijama curto com estampa floral infantil. Tecido leve que proporciona frescor e liberdade de movimentos para as crianças.","157","980","Indexable",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-dolce-vita-22674-900/p","1","Pijama curto para meninas da linha Dolce Vita. Desenvolvido com cores suaves e malha aconchegante que proporciona total liberdade ao se movimentar.","147","946","Indexable",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-natal-cats-22673-900/p","1","Magia do Natal. Conjunto de pijama curto para meninas com estampa exclusiva de gatinhos natalinos. Malha macia para noites de sono bem tranquilas.","146","943","Indexable",""
"https://www.lupo.com.br/produtos/meias/uau","1","Você conhece a Linha de Meias Coloridas Estampadas UAU da Lupo? São meias divertidas com diferentes estampas que são a sua cara. Escolha a sua!","143","936","Indexable",""
"https://www.lupo.com.br/produtos/meias/classicas","1","Clássicas","9","59","Indexable",""
"https://www.lupo.com.br/produtos/meias","1","As opções em Meias não param! Aqui na Lupo você encontra diversos estilos de meias, Com Solado, de Inverno, Urban e as Clássicas. Confira no site!","146","920","Indexable",""
"https://www.lupo.com.br/produtos/meias/esportivas","1","As opções em Meias não param! Aqui na Lupo você encontra diversos estilos de meias, Com Solado, de Inverno, Urban e as Clássicas. Confira no site!","146","920","Indexable",""
"https://www.lupo.com.br/produtos/d","1","Produtos","8","58","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/pijamas","1","Pijamas","7","50","Indexable",""
"https://www.lupo.com.br/produtos/pijamas","1","Pijamas Lupo: Saiba como escolhê-los para ter noites de sono mais prazerosas.","77","491","Indexable",""
