Asset association report
"June 1, 2026 - June 16, 2026"
Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Interactions,Interaction rate,Currency code,Avg. cost,Impr.,Cost,Clicks,Conversions
Enabled,"Irrigation Inspection
https://conservairrigationofgreaterscottsdale.com/irrigation-inspection/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0,0.00%,USD,0,2,0.00,0,0.00
Enabled,"Irrigation Inspection
https://conservairrigationofgreaterscottsdale.com/irrigation-inspection/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Irrigation Inspection
https://conservairrigationofgreaterscottsdale.com/irrigation-inspection/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Irrigation Inspection
https://conservairrigationofgreaterscottsdale.com/irrigation-inspection/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Irrigation Inspection
https://conservairrigationofgreaterscottsdale.com/irrigation-inspection/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Sprinkler Services
Our Sprinkler Services Include
Pump Installation, Repair And More.
https://conservairrigationofgreaterscottsdale.com/sprinkler-repair-and-installations/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0,0.00%,USD,0,2,0.00,0,0.00
Enabled,"Sprinkler Services
Our Sprinkler Services Include
Pump Installation, Repair And More.
https://conservairrigationofgreaterscottsdale.com/sprinkler-repair-and-installations/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Sprinkler Services
Our Sprinkler Services Include
Pump Installation, Repair And More.
https://conservairrigationofgreaterscottsdale.com/sprinkler-repair-and-installations/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Sprinkler Services
Our Sprinkler Services Include
Pump Installation, Repair And More.
https://conservairrigationofgreaterscottsdale.com/sprinkler-repair-and-installations/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
Enabled,"Sprinkler Services
Our Sprinkler Services Include
Pump Installation, Repair And More.
https://conservairrigationofgreaterscottsdale.com/sprinkler-repair-and-installations/",Sitelink,Ad group,Eligible,,Google AI,"Apr 17, 2026, 5:03 PM",0, --,USD,0,0,0.00,0,0.00
