"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","Path 7","Path 8","Path 9","Path 10","Path 11","Path 12","Path 13","Path 14","URLs","Indexable","Non-Indexable"
"","","","ups-industrial-scr-igbt/","","","","","","","","","","","1","1","0"
"","","","tms-1000-monitoracao-e-alarmes-de-tanques/","","","","","","","","","","","1","1","0"
"","","","marine-paineis-distribuicao-principal-e-auxiliares/","","","","","","","","","","","1","1","0"
"","","","kral-estacoes-oleo-lubrificante/","","","","","","","","","","","1","1","0"
"","","","kral-bombas-serie-k/","","","","","","","","","","","1","1","0"
"","","","radares/","","","","","","","","","","","1","1","0"
"","","","display-ecdis/","","","","","","","","","","","1","1","0"
"","","","tekmation-iamcs-sistema-integrado-de-automacao/","","","","","","","","","","","1","1","0"
"","","","ams1024-modulo-para-monitoracao-e-alarmes/","","","","","","","","","","","1","1","0"
"","","","fire-system/","","","","","","","","","","","1","1","0"
"","","","bnwas-bridge-navigational-watch-alarm-system/","","","","","","","","","","","1","1","0"
"","","","corenet-corebox-g2/","","","","","","","","","","","1","1","0"
"","","","corebox-smart-g1/","","","","","","","","","","","1","1","0"
"","","","kral-fluxometro-serie-omp/","","","","","","","","","","","1","1","0"
"","","","retificador-carregador-chaveado-tps-24/","","","","","","","","","","","1","1","0"
"","","","ccm-centro-de-controle-de-motores/","","","","","","","","","","","1","1","0"
"","","","retificador-carregador-chaveado-portatil-tps125-p/","","","","","","","","","","","1","1","0"
"","","","tekcharger-swm/","","","","","","","","","","","1","1","0"
"","","","kral-bombas-z-series/","","","","","","","","","","","1","1","0"
"","","","vhf-icom-m506/","","","","","","","","","","","1","1","0"
"","","","kral-bombas-serie-l/","","","","","","","","","","","1","1","0"
"","","","retificador-carregador-chaveado-tps-48/","","","","","","","","","","","1","1","0"
"","","","motor-h-eco/","","","","","","","","","","","1","1","0"
"","","","ups-industrial-full-igbt/","","","","","","","","","","","1","1","0"
"","","","ups-comercial/","","","","","","","","","","","1","1","0"
"","","","conversor-estatico-de-frequencia-400hz/","","","","","","","","","","","1","1","0"
"","","","inversor-cc-ca-rack-19/","","","","","","","","","","","1","1","0"
"","","","ups-modular/","","","","","","","","","","","1","1","0"
"","","","inversor-cc-ca-industrial/","","","","","","","","","","","1","1","0"
"","","","kral-bombas-serie-c/","","","","","","","","","","","1","1","0"
"","","","wheelhouse-tekmation-computer-touch-screen/","","","","","","","","","","","1","1","0"
"","","subcategoria/","","","","","","","","","","","","16","14","2"
"","","","tiristorizados-scr/","","","","","","","","","","","1","1","0"
"","","","gateways-proprietarios-multiprotocolos/","","","","","","","","","","","1","1","0"
"","","","parafuso-triplo/","","","","","","","","","","","1","1","0"
"","","","ups-nobreak/","","","","","","","","","","","1","1","0"
"","","","radio-telecom/","","","","","","","","","","","1","1","0"
"","","","baterias/","","","","","","","","","","","1","1","0"
"","","","compactos-moveis/","","","","","","","","","","","1","1","0"
"","","","compactos/","","","","","","","","","","","1","0","1"
"","","","conversor-estatico/","","","","","","","","","","","1","1","0"
"","","","protecao/","","","","","","","","","","","1","1","0"
"","","","inversor-cc-ca-com-chave-estatica/","","","","","","","","","","","1","1","0"
"","","","inversor-cc-ca","","","","","","","","","","","1","0","1"
"","","","bombas-de-parafuso-duplo/","","","","","","","","","","","1","1","0"
"","","","chaveados-modulares-tps/","","","","","","","","","","","1","1","0"
"","","","inversor-cc-ca/","","","","","","","","","","","1","1","0"
"","","","navegacao-e-comunicacao/","","","","","","","","","","","1","1","0"
"","","mercados-que-atendemos/","","","","","","","","","","","","12","12","0"
"","","","hidroeletrica/","","","","","","","","","","","1","1","0"
"","","","telecomunicacoes/","","","","","","","","","","","1","1","0"
"","","","petroleo-gas/","","","","","","","","","","","1","1","0"
"","","","saneamento/","","","","","","","","","","","1","1","0"
"","","","transporte/","","","","","","","","","","","1","1","0"
"","","","mobilidade-eletrica/","","","","","","","","","","","1","1","0"
"","","","defesa-seguranca/","","","","","","","","","","","1","1","0"
"","","","acucar-etanol/","","","","","","","","","","","1","1","0"
"","","","siderurgia-mineracao/","","","","","","","","","","","1","1","0"
"","","","energia/","","","","","","","","","","","1","1","0"
"","","","papel-celulose/","","","","","","","","","","","1","1","0"
"","","","naval-portos/","","","","","","","","","","","1","1","0"
"","","wp-includes/","","","","","","","","","","","","9","9","0"
"","","","js/","","","","","","","","","","","8","8","0"
"","","","","jquery/","","","","","","","","","","5","5","0"
"","","","","","ui/","","","","","","","","","2","2","0"
"","","","","","","core.min.js?ver=1.13.3","","","","","","","","1","1","0"
"","","","","","","datepicker.min.js?ver=1.13.3","","","","","","","","1","1","0"
"","","","","","jquery.min.js?ver=3.7.1","","","","","","","","","1","1","0"
"","","","","","jquery-migrate.min.js?ver=3.4.1","","","","","","","","","1","1","0"
"","","","","","jquery.form.min.js?ver=4.3.0","","","","","","","","","1","1","0"
"","","","","dist/","","","","","","","","","","2","2","0"
"","","","","","hooks.min.js?ver=7496969728ca0f95732d","","","","","","","","","1","1","0"
"","","","","","i18n.min.js?ver=781d11515ad3d91786ec","","","","","","","","","1","1","0"
"","","","","imagesloaded.min.js?ver=5.0.0","","","","","","","","","","1","1","0"
"","","","blocks/","","","","","","","","","","","1","1","0"
"","","","","paragraph/","","","","","","","","","","1","1","0"
"","","","","","style.min.css?ver=7.0","","","","","","","","","1","1","0"
"","","videos/","","","","","","","","","","","","8","8","0"
"","","","teksea-telecom-energia-que-conecta-o-mundo/","","","","","","","","","","","1","1","0"
"","","","tekpower-scr-espanol-retificador-cargador/","","","","","","","","","","","1","1","0"
"","","","tekmation-thor-monitoramento-inteligente-para-telecomunicacoes/","","","","","","","","","","","1","1","0"
"","","","tekpower-tps-retificador-carregador/","","","","","","","","","","","1","1","0"
"","","","tekpower-scr-retificador-carregador/","","","","","","","","","","","1","1","0"
"","","","tekpower-bki-sistemas-inversores-cc-ca-com-chave-estatica/","","","","","","","","","","","1","1","0"
"","","","sistema-de-energia-para-telecomunicacoes-tekpower-by-teksea/","","","","","","","","","","","1","1","0"
"","","eventos/","","","","","","","","","","","","6","6","0"
"","","","flibs-fort-lauderdale-international-boat-show/","","","","","","","","","","","1","1","0"
"","","","international-workboat-show/","","","","","","","","","","","1","1","0"
"","","","nt-expo-negocios-nos-trilhos/","","","","","","","","","","","1","1","0"
"","","","sc-expo-defense/","","","","","","","","","","","1","1","0"
"","","","mostra-bid-brasil/","","","","","","","","","","","1","1","0"
"","","","fiee-feira-internacional-da-industria-eletrica/","","","","","","","","","","","1","1","0"
"","","segmento/","","","","","","","","","","","","4","4","0"
"","","","bombas-e-fluxometros/","","","","","","","","","","","1","1","0"
"","","","automacao/","","","","","","","","","","","1","1","0"
"","","","acessorios/","","","","","","","","","","","1","1","0"
"","","","energia-critica/","","","","","","","","","","","1","1","0"
"","","central-de-documentos/","","","","","","","","","","","","3","1","2"
"","","","?jsf=jet-engine&meta=pdf_tipo:manual","","","","","","","","","","","1","0","1"
"","","","?jsf=jet-engine&meta=pdf_tipo:catalogo","","","","","","","","","","","1","0","1"
"","","2026/","","","","","","","","","","","","3","0","3"
"","","","04/","","","","","","","","","","","1","0","1"
"","","","","07/","","","","","","","","","","1","0","1"
"","","","03/","","","","","","","","","","","1","0","1"
"","","","","25/","","","","","","","","","","1","0","1"
"","","","02/","","","","","","","","","","","1","0","1"
"","","","","26/","","","","","","","","","","1","0","1"
"","","cdn-cgi/","","","","","","","","","","","","2","1","1"
"","","","scripts/","","","","","","","","","","","1","1","0"
"","","","","5c5dd728/","","","","","","","","","","1","1","0"
"","","","","","cloudflare-static/","","","","","","","","","1","1","0"
"","","","","","","email-decode.min.js","","","","","","","","1","1","0"
"","","","l/","","","","","","","","","","","1","0","1"
"","","","","email-protection","","","","","","","","","","1","0","1"
"","","noticias/","","","","","","","","","","","","2","2","0"
"","","","page/","","","","","","","","","","","1","1","0"
"","","","","2/","","","","","","","","","","1","1","0"
"","","produtos/","","","","","","","","","","","","1","1","0"
"","","teksea-e-recertificada-na-iso-90012015-consolidando-seu-padrao-de-excelencia-em-qualidade/","","","","","","","","","","","","1","1","0"
"","","sobre-nos/","","","","","","","","","","","","1","1","0"
"","","investimentos-bacia-de-campos-setor-offshore/","","","","","","","","","","","","1","1","0"
"","","documentacao/","","","","","","","","","","","","1","1","0"
"","","auditoria-da-petrobras-e-concluida-com-sucesso-e-reforca-qualidade-da-teksea/","","","","","","","","","","","","1","1","0"
"","","fale-conosco/","","","","","","","","","","","","1","1","0"
"","","consolidacao-de-parceria-entre-empresas-enel-e-teksea/","","","","","","","","","","","","1","1","0"
"","","atividades-no-navio-fsru-bw-magna-sob-um-novo-mundo-pos-virus/","","","","","","","","","","","","1","1","0"
"","","novo-navio-petroleiro-equipado-com-sistemas-teksea-rumo-a-fernando-de-noronha/","","","","","","","","","","","","1","1","0"
"","","teksea-entrega-sistemas-de-energia-controle-comunicacao-e-automacao-para-navio-de-transporte-de-combustiveis/","","","","","","","","","","","","1","1","0"
"","","entrega-de-sistemas-de-energia-a-eletrobras-furnas/","","","","","","","","","","","","1","1","0"
"","","teksea-obtem-certificacao-iso-450012018-e-fortalece-sua-cultura-de-saude-e-seguranca-no-trabalho/","","","","","","","","","","","","1","1","0"
"","","teksea-conquista-certificacao-iso-140012015-e-reforca-seu-compromisso-com-a-sustentabilidade-e-a-gestao-ambiental-responsavel/","","","","","","","","","","","","1","1","0"
"","","carregador-24vcc-tekcharger/","","","","","","","","","","","","1","0","1"
"","","sistema-controle-luminarias-duplas/","","","","","","","","","","","","1","0","1"
"","","iamcs-sistema-automacao-integrada-de-monitoracao-e-controle/","","","","","","","","","","","","1","0","1"
"","","teksea-entrega-1-dos-6-rebocadores-a-svitzer/","","","","","","","","","","","","1","1","0"
