"Type","From","To","Anchor Text","Alt Text","Follow","Target","Rel","Status Code","Status","Path Type","Link Path","Link Position","Link Origin","Size","Transferred"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","","Entretela Dupla Face Adesiva E Termocolante 0,90cm x 50m - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[2]/div/div/div/div[1]/div[10]/a","Content","HTML","713182","135544"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[2]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","Entretela Dupla Face Adesiva E Termocolante 0,90cm x 50m R$0,00 R$171,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[2]/div/div/div/div[2]/a","Content","HTML","713182","135544"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[2]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[2]/div/div/div/div[3]/div[2]/a","Content","HTML","713182","135544"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","","Entretela de TNT (Micro Ponto) Termocolante 70g Lab-407/408 - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[3]/div/div/div/div[1]/div[10]/a","Content","HTML","741492","143485"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[3]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","Entretela de TNT (Micro Ponto) Termocolante 70g Lab-407/408 R$74,90 R$55,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[3]/div/div/div/div[2]/a","Content","HTML","741492","143485"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[3]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[3]/div/div/div/div[3]/div[2]/a","Content","HTML","741492","143485"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","","Tela de Poliéster Mesh","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[4]/div/div/div/div[1]/div[10]/a","Content","HTML","829058","138025"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[4]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","Tela de Poliéster Mesh R$459,90 R$269,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[4]/div/div/div/div[2]/a","Content","HTML","829058","138025"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[4]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[4]/div/div/div/div[3]/div[2]/a","Content","HTML","829058","138025"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/filme-plastico-magico-para-bordado-45g/","","Filme Plástico Mágico para Bordado 45g","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[5]/div/div/div/div[1]/div[10]/a","Content","HTML","639887","135227"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[5]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/filme-plastico-magico-para-bordado-45g/","Filme Plástico Mágico para Bordado 45g R$0,00 R$411,00","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[5]/div/div/div/div[2]/a","Content","HTML","639887","135227"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[5]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/filme-plastico-magico-para-bordado-45g/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[5]/div/div/div/div[3]/div[2]/a","Content","HTML","639887","135227"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/https-www-lolaaviamentos-com-br-acessorios/","","Aparelho de Bronze","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[6]/div/div/div/div[1]/div[10]/a","Content","HTML","677404","132383"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/https-www-lolaaviamentos-com-br-acessorios/","Aparelho de Bronze R$0,00 R$2.200,00","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[6]/div/div/div/div[2]/a","Content","HTML","677404","132383"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/https-www-lolaaviamentos-com-br-acessorios/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[6]/div/div/div/div[3]/div[2]/a","Content","HTML","677404","132383"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","","Filme Hidrossolúvel para Bordado 40g FH-10","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[7]/div/div/div/div[1]/div[10]/a","Content","HTML","687482","138574"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[7]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","Filme Hidrossolúvel para Bordado 40g FH-10 R$0,00 R$125,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[7]/div/div/div/div[2]/a","Content","HTML","687482","138574"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[7]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[7]/div/div/div/div[3]/div[2]/a","Content","HTML","687482","138574"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-60g-lab-409-410/","","Entretela de TNT (Micro Ponto) Termocolante 60g Lab-409/410 - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[8]/div/div/div/div[1]/div[10]/a","Content","HTML","741478","142916"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[8]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-60g-lab-409-410/","Entretela de TNT (Micro Ponto) Termocolante 60g Lab-409/410 R$64,00 R$52,00","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[8]/div/div/div/div[2]/a","Content","HTML","741478","142916"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[8]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-60g-lab-409-410/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[8]/div/div/div/div[3]/div[2]/a","Content","HTML","741478","142916"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/fita-magica/","","Fita Mágica Instantanea Dupla Face Termocolante (Bainha Mágica) 2.0cm x 50m","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[9]/div/div/div/div[1]/div[10]/a","Content","HTML","1190499","166421"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/fita-magica/","Fita Mágica Instantanea Dupla Face Termocolante (Bainha Mágica) 2.0cm x 50m R$0,00 R$14,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[9]/div/div/div/div[2]/a","Content","HTML","1190499","166421"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/fita-magica/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[9]/div/div/div/div[3]/div[2]/a","Content","HTML","1190499","166421"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","","Entretela Não Tecido para Bordado Toque Macio 40g Lepo-40 - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[10]/div/div/div/div[1]/div[10]/a","Content","HTML","806057","143864"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","Entretela Não Tecido para Bordado Toque Macio 40g Lepo-40 R$0,00 R$55,30","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[10]/div/div/div/div[2]/a","Content","HTML","806057","143864"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[10]/div/div/div/div[3]/div/a","Content","HTML","806057","143864"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/","Entretelas para Bordado Clique aqui","Entretelas para Bordado","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][1]/div/div/div[1]/div/a","Content","HTML","943246","131464"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/","Insumos para Bonés Clique aqui","Insumos para Bonés","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][1]/div/div/div[2]/div/a","Content","HTML","1328606","124725"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/","Entretelas para Alfaiataria Clique aqui","Entretelas para Alfaiataria ","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][1]/div/div/div[3]/div/a","Content","HTML","944346","130613"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1000un/","","Botão de Forrar / Encapar para Boné 13 mm 1.000 un. - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[1]/div/div/div/div[1]/div[10]/a","Content","HTML","1234102","154302"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1000un/","Botão de Forrar / Encapar para Boné 13 mm 1.000 un. R$104,90 R$54,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[1]/div/div/div/div[2]/a","Content","HTML","1234102","154302"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1000un/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[1]/div/div/div/div[3]/div[2]/a","Content","HTML","1234102","154302"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","","Entretela de TNT (Micro Ponto) Termocolante 70g Lab-407/408 - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[2]/div/div/div/div[1]/div[10]/a","Content","HTML","741492","143485"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[2]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","Entretela de TNT (Micro Ponto) Termocolante 70g Lab-407/408 R$74,90 R$55,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[2]/div/div/div/div[2]/a","Content","HTML","741492","143485"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[2]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[2]/div/div/div/div[3]/div[2]/a","Content","HTML","741492","143485"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/regulador-plastico-para-bone-1000-un/","","Regulador Plástico Proflex para Boné 1.000 und. - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[3]/div/div/div/div[1]/div[10]/a","Content","HTML","635169","128617"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[3]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/regulador-plastico-para-bone-1000-un/","Regulador Plástico Proflex para Boné 1.000 und. R$237,90 R$189,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[3]/div/div/div/div[2]/a","Content","HTML","635169","128617"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[3]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/regulador-plastico-para-bone-1000-un/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[3]/div/div/div/div[3]/div[2]/a","Content","HTML","635169","128617"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","","Tecido Suede 160g","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[4]/div/div/div/div[1]/div[10]/a","Content","HTML","666464","135855"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[4]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","Tecido Suede 160g R$387,90 R$247,50","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[4]/div/div/div/div[2]/a","Content","HTML","666464","135855"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[4]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[4]/div/div/div/div[3]/div[2]/a","Content","HTML","666464","135855"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-105g-155-100m/","","Tela de Poliéster LT 105g - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[5]/div/div/div/div[1]/div[10]/a","Content","HTML","1038504","144241"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[5]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-105g-155-100m/","Tela de Poliéster LT 105g R$0,00 R$999,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[5]/div/div/div/div[2]/a","Content","HTML","1038504","144241"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[5]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-105g-155-100m/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[5]/div/div/div/div[3]/div[2]/a","Content","HTML","1038504","144241"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","","Tela de Poliéster Mesh","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[6]/div/div/div/div[1]/div[10]/a","Content","HTML","829058","138025"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[6]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","Tela de Poliéster Mesh R$459,90 R$269,90","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[6]/div/div/div/div[2]/a","Content","HTML","829058","138025"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[6]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][2]/div/div/div[2]/div/div/div[6]/div/div/div/div[3]/div[2]/a","Content","HTML","829058","138025"
"Hyperlink","https://lolaaviamentos.com.br/","https://instagram.com/lolasolucoes","lolasolucoes Estamos no instagram Siga-nos","","True","_blank","","301","Moved Permanently","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-instafeed-home']/div/div[@class='container']/div/div/a","Content","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-video-home']/div/div/div[2]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://wa.me/5543991196727","","","True","_blank","","302","Found","Absolute","//body/a","Content","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/trocas-devolucoes/","Trocas e Devoluções","","True","","","200","OK","Absolute","//body/footer/div[1]/div[1]/div[@class='col']/ul/li[@class='footer-menu-item'][1]/a","Footer","HTML","367492","83993"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/politica_privacidade/","Política de Privacidade","","True","","","200","OK","Absolute","//body/footer/div[1]/div[1]/div[@class='col']/ul/li[@class='footer-menu-item'][2]/a","Footer","HTML","363698","82992"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/contato/","Contato","","True","","","200","OK","Root-Relative","//body/footer/div[1]/div[1]/div[@class='col']/ul/li[@class='footer-menu-item'][3]/a","Footer","HTML","364142","81977"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/empresa/","Empresa","","True","","","200","OK","Absolute","//body/footer/div[1]/div[1]/div[@class='col']/ul/li[@class='footer-menu-item'][4]/a","Footer","HTML","362077","82205"
"Hyperlink","https://lolaaviamentos.com.br/","https://wa.me/5543991196727","5543991196727","","True","","","302","Found","Absolute","//body/footer/div[1]/div[1]/div[3]/ul/li[@class='contact-item'][1]/a","Footer","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/cdn-cgi/l/email-protection","[email protected]","","True","","","404","Not Found","Root-Relative","//body/footer/div[1]/div[1]/div[3]/ul/li[@class='contact-item'][3]/a","Footer","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://instagram.com/lolasolucoes","","","True","_blank","","301","Moved Permanently","Absolute","//body/footer/div[1]/div[1]/div[4]/a[@class='social-icon-rounded'][1]","Footer","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.facebook.com/lolasolucoestexteis","","","True","_blank","","200","OK","Absolute","//body/footer/div[1]/div[1]/div[4]/a[@class='social-icon-rounded'][2]","Footer","HTML","1170286","236538"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.youtube.com/@lolasolucoes","","","True","_blank","","200","OK","Absolute","//body/footer/div[1]/div[1]/div[4]/a[@class='social-icon-rounded'][3]","Footer","HTML","1005202","241582"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.nuvemshop.com.br/?utm_source=www.lolaaviamentos.com.br&utm_medium=referral&utm_campaign=footerSlogan","","","False","_blank","nofollow","","","Absolute","//body/footer/div[2]/div/div/div[2]/div/a","Footer","HTML","",""
