Search keyword report
"June 17, 2026 - June 23, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Quality Score,Final URL,Impr.,Interactions,CTR,Currency code,Avg. cost,Cost,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Landing page exp.,Exp. CTR,Conv. rate,Conversions,Cost / conv.
Enabled,"""Arizona Irrigation Repair LLC: garden irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""RainMaker Sprinkler & Irrigation Systems""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""triple AAA garden irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""arizona irrigation repair""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Luxe Outdoor Environments Landscape garden irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Manny sprinklers Irrigation Systems""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Arizona Irrigation Repair LLC: irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Scottsdale Flow Irrigation garden irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Luxe Outdoor Environments Landscape home irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Manny sprinklers garden irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Arizona Irrigation Repair LLC: home irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""reece""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""desert vine""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""hughes irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""ewing irrigation scottsdale""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Scottsdale Flow Irrigation home irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""arizona irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""divine design lawn care""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""ewing irrigation chandler""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Manny sprinklers home irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""controlled rain az""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Valley's Irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""The Valley's Irrigation Pros""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""horizon irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""absolute landscaping az""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,sprinkler companies in my area,Broad match,[V4] [AQ] B2B Services,[B2B] Multi-Family & Condo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,drip irrigation installers near me,Broad match,[V4] [AQ] B2B Services,[B2B] Multi-Family & Condo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler company near me""",Phrase match,[V4] [AQ] B2B Services,[B2B] Multi-Family & Condo,Not eligible,campaign paused,3,,0,0, --,USD,0,0.00, --, --, --, --,Average,Below average,0.00%,0.00,0.00
Enabled,"""garden water sprinkler""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""premier irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation repair""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""lawn irrigation sprinkler""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""drip garden watering system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""best irrigation for garden""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""automatic watering system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""sprinkler repair""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation services near me""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""sprinkler repair gilbert az""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""garden sprinkler""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""landscape and irrigation services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Drip irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation repair services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""grass irrigation sprinkler""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""plant water system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""garden irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""precision irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""home irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation system repair near me""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler booster & irrigation system pumps""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""catch basin""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""timed sprinkler""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler for""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation supply near me""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,disapproved; campaign paused, --,https://lp.conservairrigationofgreaterscottsdale.com/conserva-irrigation-scottsdale-v2/,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation design services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation system services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""conserva irrigation reviews""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""drainage""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sod irrigation sprinkler""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""automatic garden""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[action yard tree],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Scottsdale Flow Irrigation garden irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[arizona irrigation repair],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,low quality; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[controlled rain az],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Arizona Irrigation Repair LLC: home irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Luxe Outdoor Environments Landscape home irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""ewing irrigation scottsdale""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Arizona Irrigation Repair LLC: garden irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Valley's Irrigation],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Scottsdale Flow Irrigation home irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[hughes irrigation],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[desert vine],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Luxe Outdoor Environments Landscape garden irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Manny sprinklers garden irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Manny sprinklers Irrigation Systems],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[RainMaker Sprinkler & Irrigation Systems],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[triple AAA home irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[divine design lawn care],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[absolute landscaping az],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[The Valley's Irrigation Pros],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Manny sprinklers home irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Scottsdale Flow Irrigation Systems],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[reece],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[Arizona Irrigation Repair LLC: irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[triple AAA garden irrigation system],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""horizon irrigation""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[arizona irrigation],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[ewing irrigation chandler],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,low quality; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,[horizon irrigation chandler],Exact match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Concorrentes #2,Not eligible,low quality; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""conserva scottsdale""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | institucional | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Conserva irrigation scottsdale""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | institucional | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""conserva irrigation locations""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2,Core | institucional | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,Conserva irrigation,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | institucional | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,conserva irrigation of greater scottsdale,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | institucional | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,sprinkler booster & irrigation system pumps,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation system repair near me,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,lawn irrigation sprinkler,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,catch basin,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation services,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,sprinkler repair,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation design services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,drainage,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,home irrigation system,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,garden irrigation system,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,drip garden watering system,Broad match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""landscape and irrigation services""",Phrase match,V4 | ONGOING | SEARCH | MAX CONVERSÕES| LP 2 SCALCON,Core | serviços de irrigaçao | amplo,Paused,paused; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
